id,feedback,aspects,aspect_sentiments,source_channel
5347,Network coverage in Lucknow is reliable and strong everywhere but the pricing at Rs 399 feels excessive for what is essentially a basic connectivity service. The coverage is good but I am paying too much for it compared to competitors.,"[""network_coverage"", ""pricing""]","{""network_coverage"": ""positive"", ""pricing"": ""negative""}",twitter
5348,The annual plan option at Rs 149 has simplified my telecom budgeting entirely. One payment covers the full year with generous daily data of 1.5GB and I never have to think about recharges or expiry. The convenience factor alone makes this plan worth choosing.,"[""recharge_plans""]","{""recharge_plans"": ""positive""}",app_review
5349,I waited 45 minutes on hold today only to be told the same thing I was told last week that my complaint is being escalated. It has been escalated four times now with no resolution. The support system is designed to exhaust customers into giving up on their legitimate issues.,"[""customer_support""]","{""customer_support"": ""negative""}",complaint_ticket
5350,Data balance of 5GB daily is adequate for my needs and the internet speed is standard. Neither the allocation nor the throughput impresses or disappoints. A neutral data experience that meets basic expectations without exceeding them.,"[""data_balance"", ""internet_speed""]","{""data_balance"": ""neutral"", ""internet_speed"": ""neutral""}",customer_care_chat
5351,Billing is standard and functional. The Rs 799 charge appears on schedule and usually matches my plan cost within a few rupees. Occasionally there is a minor discrepancy that resolves itself next cycle. Nothing remarkable about the billing experience either way.,"[""billing""]","{""billing"": ""neutral""}",complaint_ticket
5352,The call quality on this network has been flawless for my entire subscription period. I conduct multiple business calls daily from Trivandrum and the HD voice clarity is consistently excellent. No echo no delay no drops even during peak hours when network congestion could affect quality.,"[""call_quality""]","{""call_quality"": ""positive""}",survey
5353,Speed degradation during evening hours in Baner makes this connection worthless for anyone who uses their phone after work. From a decent 100 Mbps during the day it drops to single digits by seven PM. The tower is clearly oversubscribed with no capacity management.,"[""internet_speed""]","{""internet_speed"": ""negative""}",complaint_ticket
5354,"the rs 299 plan with disney+ hotstar included offers excellent value for money, the streaming works well the plan features r generous and the overall cost to benefit ratio is the best i have found among all operators in mumbai","[""recharge_plans"", ""ott_bundle_services"", ""value_for_money""]","{""recharge_plans"": ""positive"", ""ott_bundle_services"": ""positive"", ""value_for_money"": ""positive""}",complaint_ticket
5355,The call quality on this network has been flawless for my entire subscription period. I conduct multiple business calls daily from Kochi and the HD voice clarity is consistently excellent. No echo no delay no drops even during peak hours when network congestion could affect quality.,"[""call_quality""]","{""call_quality"": ""positive""}",app_review
5356,Coverage throughout Chandigarh including the outskirts and newly developed areas has been solid. I commute daily from lake area to the city center and maintain uninterrupted connectivity the entire route. This consistency was the primary reason I switched and it has delivered perfectly.,"[""network_coverage""]","{""network_coverage"": ""positive""}",app_review
5357,The network coverage in Dwarka ring road has been outstanding for the entire duration of my subscription. Full signal strength indoors outdoors and even in basement parking areas. I have tested this across multiple locations in the city and the consistency is remarkable compared to my previous operator.,"[""network_coverage""]","{""network_coverage"": ""positive""}",twitter
5358,The internet speed is excellent at 15 Mbps in Vadodara but the daily data balance of 5GB runs out too quickly at these fast speeds. Great throughput but insufficient allocation creates a frustrating situation where speed exists but usability is time-limited.,"[""internet_speed"", ""data_balance""]","{""internet_speed"": ""positive"", ""data_balance"": ""negative""}",app_review
5359,The intrenet speed on this netwrk in Bhopal has been consistently impressive at 10 Mbps throughout my three month subscription. Whether I am working from home with video calls or streaming content in the evening the bandwidth is always sufficient without any noticeable throttling during peak hours.,"[""internet_speed""]","{""internet_speed"": ""positive""}",twitter
5360,Coverage in Wakad highway stretch is functional but unremarkable. Indoor signal is mediocre requiring me to be near windows for optimal quality. Outdoor coverage is acceptable. A standard telecom experience that neither impresses nor frustrates in any significant way.,"[""network_coverage""]","{""network_coverage"": ""neutral""}",app_review
5361,Average netwrk coverage average speed and average call quality in Jaipur. Nothing about this operator stands out in any direction across the three core metrics. A thoroughly mediocre exprnce that neither warrants praise nor complaints.,"[""network_coverage"", ""internet_speed"", ""call_quality""]","{""network_coverage"": ""neutral"", ""internet_speed"": ""neutral"", ""call_quality"": ""neutral""}",survey
5362,I have compared reacharg plans across all major operators and this one offers the best combination of features at the Rs 699 price point. Generous data of 5GB per day combined with long 84 day validity makes this the most practical choice for regular users.,"[""recharge_plans""]","{""recharge_plans"": ""positive""}",survey
5363,"network coverage in faridabad is reliable and strong evwhere but the pricing at rs 799 feels excessive for what is essentially a basic connectivity service, the coverage is good but i am paying too much for it comprd to competitors","[""network_coverage"", ""pricing""]","{""network_coverage"": ""positive"", ""pricing"": ""negative""}",twitter
5364,Call quality on this network has become unbearable over the past few weeks in Lucknow. Every single conversation is plagued by audio cutting out random disconnections and an echo that makes professional calls embarrassing. I have lost actual business because of unreliable voice service.,"[""call_quality""]","{""call_quality"": ""negative""}",app_review
5365,"call quality is excellent with hd clarity but the billing keeps showing incorrect charges of rs 999 extra ev month, the core voice service is great but the backend billing system is broken and erodes trust","[""call_quality"", ""billing""]","{""call_quality"": ""positive"", ""billing"": ""negative""}",app_review
5366,Call quality is excellent with HD clarity but the billing keeps showing incorrect charges of Rs 349 extra every month. The core voice service is great but the backend billing system is broken and erodes trust.,"[""call_quality"", ""billing""]","{""call_quality"": ""positive"", ""billing"": ""negative""}",app_review
5367,Pricing is steep at Rs 249 which initially made me hesitant but the overall value for money when considering all included benefits actually justifies the cost. Expensive sticker price but genuine returns make it a worthwhile investment.,"[""pricing"", ""value_for_money""]","{""pricing"": ""negative"", ""value_for_money"": ""positive""}",survey
5368,Billing notifications and reminders are well timed and helpful. I get alerts before payment is due after successful deduction and even when my plan is about to expire. The communication around billing is proactive and prevents any surprises or missed payments in Shimla.,"[""billing""]","{""billing"": ""positive""}",complaint_ticket
5369,The pricing at Rs 799 is outrageously high for what this operator delivers and the value for money is nonexistent. Competitors offer better speeds better coverage and more data at lower prices. Both the cost and the returns are unacceptable.,"[""pricing"", ""value_for_money""]","{""pricing"": ""negative"", ""value_for_money"": ""negative""}",complaint_ticket
5370,Auto-debit charged me twice this billing cycle taking Rs 399 on two separate occasions for the same period. Getting the duplicate charge reversed has required five separate calls over 21 days with no resolution yet. My money is being held hostage by their broken system.,"[""billing""]","{""billing"": ""negative""}",complaint_ticket
5371,Billing is standard and functional. The Rs 199 charge appears on schedule and usually matches my plan cost within a few rupees. Occasionally there is a minor discrepancy that resolves itself next cycle. Nothing remarkable about the billing experience either way.,"[""billing""]","{""billing"": ""neutral""}",survey
5372,The network coverage in Lucknow is excellent and the internet speed of 300 Mbps makes this operator the best choice for my needs. Both connectivity and throughput have been consistently reliable throughout my subscription period with zero complaints on either metric.,"[""network_coverage"", ""internet_speed""]","{""network_coverage"": ""positive"", ""internet_speed"": ""positive""}",survey
5373,I am genuinely satisfied with the data speeds this operator delivers in Bandra. Speed tests consistently show 100 Mbps and real world performance matches those numbers. Downloads are fast streaming is buffer-free and video calls are smooth. The speed consistency sets this operator apart.,"[""internet_speed""]","{""internet_speed"": ""positive""}",complaint_ticket
5374,Billing is standard at Rs 149 each cycle. Internet speed is average. Network coverage is functional in Andheri. Everything sits in the neutral zone delivering minimum acceptable service without any dimension standing out positively or negatively.,"[""billing"", ""internet_speed"", ""network_coverage""]","{""billing"": ""neutral"", ""internet_speed"": ""neutral"", ""network_coverage"": ""neutral""}",app_review
5375,The indoor coverage in my office building in Kozhikode industrial zone is perfect. Previously with another operator I had to go near windows for calls but now I get full bars even in the conference room in the center of the building. Infrastructure investment clearly paying off here.,"[""network_coverage""]","{""network_coverage"": ""positive""}",twitter
5376,The netwrk covrage in Hubli main market has been outstanding for the entire duration of my subscription. Full signal strength indoors outdoors and even in basement parking areas. I have tested this across multiple locations in the city and the consistency is remarkable compared to my previous operator.,"[""network_coverage""]","{""network_coverage"": ""positive""}",complaint_ticket
5377,I am filing this complaint because network coverage in Rajkot has deteriorated drastically since last month. My building in commercial district which previously had full signal now barely gets one bar. Multiple residents have reported the same issue yet no resolution has been provided.,"[""network_coverage""]","{""network_coverage"": ""negative""}",app_review
5378,The internet speed of barely 15 Mbps in Bandra makes streaming impossible and the data balance of 5GB daily runs out within hours of normal usage. Both the speed and the allocation are woefully insufficient for any modern smartphone user who relies on mobile data.,"[""internet_speed"", ""data_balance""]","{""internet_speed"": ""negative"", ""data_balance"": ""negative""}",complaint_ticket
5379,The SIM activation took an unacceptable 5 days in Noida but once active the internet speed has been impressive. Terrible onboarding experience followed by excellent ongoing service. First impressions were bad but daily usage quality is genuinely good.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive""}",app_review
5380,Plan design here is clearly customer-centric. My Rs 699 recharge gives me exactly what I need without paying for features I do not use. The ability to add specific boosters for extra data or validity when needed adds valuable flexibility to the base plan.,"[""recharge_plans""]","{""recharge_plans"": ""positive""}",twitter
5381,I appreciate the billing transparency this operator maintains. The monthly statement clearly shows every charge with descriptions that make sense. Auto-pay deducts exactly Rs 249 on schedule and the digital receipt arrives immediately. This reliability builds genuine confidence.,"[""billing""]","{""billing"": ""positive""}",twitter
5382,Support resolved a month-long billing dispute in my favor today with a credit of Rs 799. The agent acknowledged the error apologized sincerely and processed the refund immediately. Professional ownership of mistakes is exactly how customer service should work.,"[""customer_support""]","{""customer_support"": ""positive""}",twitter
5383,Billing has been perfectly accurate and transparent for my entire eighteen month subscription. Every cycle the Rs 499 charge matches exactly what my plan specifies with a clear itemized breakdown. No hidden fees no surprise deductions no trust issues whatsoever.,"[""billing""]","{""billing"": ""positive""}",twitter
5384,The voice quality degradation in Hubli commercial district started about 7 days ago and has not improved despite complaints. Calls have a persistent two second delay making natural conversation impossible. Both local and long distance calls are equally affected by this issue.,"[""call_quality""]","{""call_quality"": ""negative""}",twitter
5385,"the pricing at rs 499 is standard market rate and the recharge plan offers typical features, neither the cost nor the benefits stand out comprd to what ev other operator provides, average economics from an average plan","[""pricing"", ""recharge_plans""]","{""pricing"": ""neutral"", ""recharge_plans"": ""neutral""}",customer_care_chat
5386,The Rs 699 plan delivers on every front with fast 20 Mbps internet reliable network coverage in Kanpur and crystal clear call quality. A complete positive experience across all three core connectivity metrics that define a good telecom service.,"[""recharge_plans"", ""internet_speed"", ""network_coverage"", ""call_quality""]","{""recharge_plans"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive"", ""call_quality"": ""positive""}",complaint_ticket
5387,The customer support experience is infuriating. I have a billing error of Rs 999 that has persisted for three months. Every agent promises it will be fixed in the next cycle but it never is. The support team is either incompetent or deliberately unhelpful about billing corrections.,"[""customer_support""]","{""customer_support"": ""negative""}",app_review
5388,The 5G experience is impressive and the app works great for managing everything. However the data balance of 1.5GB daily depletes too fast at 5G speeds creating a paradox where the technology works but the plan economics do not support it in Visakhapatnam.,"[""5g_experience"", ""mobile_app_experience"", ""data_balance""]","{""5g_experience"": ""positive"", ""mobile_app_experience"": ""positive"", ""data_balance"": ""negative""}",survey
5389,Customer support exceeded my expectations today when I called about a plan change query. The agent was professional helpful and went beyond the basic script to suggest the optimal plan for my usage patterns. This kind of consultative support builds real customer loyalty in Rajkot.,"[""customer_support""]","{""customer_support"": ""positive""}",customer_care_chat
5390,custmer supprt resolved my billing query quickly and accurately today. The agent credited the incorrect charge of Rs 599 within minutes and the billing has been accurate ever since. Both the human support and the billing system now work well together.,"[""customer_support"", ""billing""]","{""customer_support"": ""positive"", ""billing"": ""positive""}",survey
5391,Every important call I make seems to be the one that drops. It has happened during client presentations job interviews and family emergencies in Kanpur. The pattern of call failures suggests a systemic network issue not random interference. Completely unreliable voice service.,"[""call_quality""]","{""call_quality"": ""negative""}",complaint_ticket
5392,The billing situation has become unacceptable. This month I was charged Rs 299 for what should be a Rs 299 plan. When I called to dispute the agent could not explain the discrepancy and just promised it would be corrected next cycle. Same promise made last month with no follow through.,"[""billing""]","{""billing"": ""negative""}",complaint_ticket
5393,There is no affordable plan that suits moderate users on this operator anymore. Either I pay Rs 999 for features I do not need or I settle for a basic plan with 2GB daily that is insufficient for normal usage. The middle ground has been deliberately eliminated.,"[""recharge_plans""]","{""recharge_plans"": ""negative""}",survey
5394,The mobile app is beautifully designed and the OTT bundle with Netflix adds genuine entertainment value to the plan. Both the digital account management experience and the streaming benefit work seamlessly without any technical issues or content restrictions.,"[""mobile_app_experience"", ""ott_bundle_services""]","{""mobile_app_experience"": ""positive"", ""ott_bundle_services"": ""positive""}",twitter
5395,Hidden charges on my bill have been appearing for 7 months now totaling nearly Rs 999 in unexplained deductions. These seem to be premium services auto-subscribed without my consent. The opt-out process is deliberately obscure and customer support deflects responsibility.,"[""billing""]","{""billing"": ""negative""}",survey
5396,Customer support is useless for resolving the persistent billing errors on my account. I have been overcharged Rs 599 for 5 months and every agent promises resolution that never materializes. Both the support quality and billing accuracy are completely broken.,"[""customer_support"", ""billing""]","{""customer_support"": ""negative"", ""billing"": ""negative""}",customer_care_chat
5397,Customer support was helpful but the underlying network coverage in Warangal remains poor and the internet speed of 500 Mbps is inadequate. Good human service cannot compensate for failing infrastructure that needs physical investment.,"[""customer_support"", ""network_coverage"", ""internet_speed""]","{""customer_support"": ""positive"", ""network_coverage"": ""negative"", ""internet_speed"": ""negative""}",app_review
5398,The network coverage in Chandigarh is average across most areas I frequent. Some spots have strong signal while others are weaker but overall it works for basic calling and messaging. Not the best coverage I have experienced but also not problematic enough to warrant switching operators.,"[""network_coverage""]","{""network_coverage"": ""neutral""}",app_review
5399,The variety of recharge plan options available is impressive and caters to every usage pattern. From basic plans for light users to my current Rs 499 plan with 2.5GB daily for heavy users every segment is well served. Thoughtful plan architecture.,"[""recharge_plans""]","{""recharge_plans"": ""positive""}",twitter
5400,The network coverage situation in Kharadi IT park has become intolerable over the past three months. Dead zones have multiplied signal drops happen multiple times daily and indoor coverage is practically nonexistent. For the premium I pay this level of unreliability is completely unacceptable.,"[""network_coverage""]","{""network_coverage"": ""negative""}",app_review
5401,The 5G experience is impressive and the app works great for managing everything. However the data balance of 2GB daily depletes too fast at 5G speeds creating a paradox where the technology works but the plan economics do not support it.,"[""5g_experience"", ""mobile_app_experience"", ""data_balance""]","{""5g_experience"": ""positive"", ""mobile_app_experience"": ""positive"", ""data_balance"": ""negative""}",app_review
5402,"the plan structure has become deliberately confusing with multiple options at similar price points with marginal differences designed to trick users into choosing more expensive plans, simplicity and transprncy in plan design is apparently not a priority for this operator in visakhapatnam","[""recharge_plans""]","{""recharge_plans"": ""negative""}",customer_care_chat
5403,The billing is standard and usually correct but custmer supprt when needed is genuinely excellent. The automated billing system does its job adequately while the human support team adds real value during the rare occasions I need assistance in Delhi.,"[""billing"", ""customer_support""]","{""billing"": ""neutral"", ""customer_support"": ""positive""}",twitter
5404,"call quality is standard on this network in kozhikode, most calls connect fine with acceptable clarity but occasionally there r minor quality fluctuations, nothing severe enough to disrupt conversations but also nothing that makes me praise the voice service specifically","[""call_quality""]","{""call_quality"": ""neutral""}",complaint_ticket
5405,Billing notifications and reminders are well timed and helpful. I get alerts before payment is due after successful deduction and even when my plan is about to expire. The communication around billing is proactive and prevents any surprises or missed payments in Shimla specifically in Delhi.,"[""billing""]","{""billing"": ""positive""}",app_review
5406,The internet speed in Raipur has been pathetically slow for the past month averaging barely 10 Mbps even during off-peak hours. Streaming is impossible video calls freeze constantly and even basic web browsing feels painfully sluggish. This is not what I pay Rs 299 monthly for.,"[""internet_speed""]","{""internet_speed"": ""negative""}",survey
5407,Call quality on this network has become unbearable over the past few weeks in Shimla. Every single conversation is plagued by audio cutting out random disconnections and an echo that makes professional calls embarrassing. I have lost actual business because of unreliable voice service.,"[""call_quality""]","{""call_quality"": ""negative""}",complaint_ticket
5408,I waited 60 minutes on hold today only to be told the same thing I was told last week that my complaint is being escalated. It has been escalated four times now with no resolution. The support system is designed to exhaust customers into giving up on their legitimate issues.,"[""customer_support""]","{""customer_support"": ""negative""}",complaint_ticket
5409,The voice call experience on this network in Baner is genuinely premium quality. International calls to family abroad are crystal clear with no perceptible delay. Locally the calls are equally excellent. Voice service is clearly a priority for this operator.,"[""call_quality""]","{""call_quality"": ""positive""}",survey
5410,The recharge plan structure is well designed with good options but the data validity of only 28 days means frequent recharges that increase annual costs significantly. Good plan features undermined by deliberately short validity periods.,"[""recharge_plans"", ""data_validity""]","{""recharge_plans"": ""positive"", ""data_validity"": ""negative""}",app_review
5411,Call quality is crystal clear on this netwrk and the 5G speeds in Mysore are impressive at 30 Mbps. Both voice and data services are performing at a premium level that justifies the pricing. Excellent experience across both communication modes.,"[""call_quality"", ""5g_experience""]","{""call_quality"": ""positive"", ""5g_experience"": ""positive""}",twitter
5412,"i am documenting this for the third time this month, call quality in noida is terrible with static on ev call and disconnections at least three times daily, i have tested with multiple handsets confirming this is a network problem not a device issue","[""call_quality""]","{""call_quality"": ""negative""}",twitter
5413,Call quality is crystal clear on this network and the 5G speeds in Chandigarh are impressive at 500 Mbps. Both voice and data services are performing at a premium level that justifies the pricing. Excellent experience across both communication modes.,"[""call_quality"", ""5g_experience""]","{""call_quality"": ""positive"", ""5g_experience"": ""positive""}",complaint_ticket
5414,The pricing at Rs 699 is outrageously high for what this operator delivers and the value for money is nonexistent. Competitors offer better speeds better coverage and more data at lower prices. Both the cost and the returns are unacceptable.,"[""pricing"", ""value_for_money""]","{""pricing"": ""negative"", ""value_for_money"": ""negative""}",survey
5415,The 5G exprnce is impressive and the app works great for managing everything. However the data balance of 5GB daily depletes too fast at 5G speeds creating a paradox where the technology works but the plan economics do not supprt it in Secunderabad.,"[""5g_experience"", ""mobile_app_experience"", ""data_balance""]","{""5g_experience"": ""positive"", ""mobile_app_experience"": ""positive"", ""data_balance"": ""negative""}",app_review
5416,Customer support was genuinely helpful about my roaming issue but the roaming service itself in Singapore was terrible with constant disconnections and exorbitant surprise charges. Good human support cannot compensate for fundamentally broken roaming infrastructure.,"[""customer_support"", ""roaming""]","{""customer_support"": ""positive"", ""roaming"": ""negative""}",complaint_ticket
5417,The voice quality degradation in Bhopal lake area started about 3 days ago and has not improved despite complaints. Calls have a persistent two second delay making natural conversation impossible. Both local and long distance calls are equally affected by this issue.,"[""call_quality""]","{""call_quality"": ""negative""}",complaint_ticket
5418,The Rs 199 plan delivers on every front with fast 50 Mbps internet reliable network coverage in Bangalore and crystal clear call quality. A complete positive experience across all three core connectivity metrics that define a good telecom service.,"[""recharge_plans"", ""internet_speed"", ""network_coverage"", ""call_quality""]","{""recharge_plans"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive"", ""call_quality"": ""positive""}",app_review
5419,The Rs 399 plan delivers on every front with fast 300 Mbps internet reliable network coverage in Amritsar and crystal clear call quality. A complete positive experience across all three core connectivity metrics that define a good telecom service.,"[""recharge_plans"", ""internet_speed"", ""network_coverage"", ""call_quality""]","{""recharge_plans"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive"", ""call_quality"": ""positive""}",twitter
5420,"the rs 299 recharge plan offers excellent value with 5gb daily data fast speeds and 21 day validity, ev component of the plan delivers as promised making the overall value for money proposition genuinely strong comprd to competitor offerings","[""recharge_plans"", ""value_for_money""]","{""recharge_plans"": ""positive"", ""value_for_money"": ""positive""}",app_review
5421,Roaming in Japan was terrible with no connectivity and the support team was unable to help resolve it. On top of that the billing showed surprise roaming charges of Rs 349 that were never communicated upfront. Triple failure during international travel.,"[""roaming"", ""customer_support"", ""billing""]","{""roaming"": ""negative"", ""customer_support"": ""negative"", ""billing"": ""negative""}",complaint_ticket
5422,Everything is broken in Kochi. Internet barely works at 15 Mbps network drops constantly and call quality is terrible with echo and disconnections. For Rs 199 monthly I expect basic functionality not a daily exercise in frustration across every service dimension.,"[""internet_speed"", ""network_coverage"", ""call_quality"", ""pricing""]","{""internet_speed"": ""negative"", ""network_coverage"": ""negative"", ""call_quality"": ""negative"", ""pricing"": ""negative""}",twitter
5423,I am extremely frustrated with the consistent speed throttling happening on my connection in Mangalore sector 18. After using barely any data each day my speed drops to unusable levels. The advertised high speed intrenet is a myth that exists only in their marketing materials.,"[""internet_speed""]","{""internet_speed"": ""negative""}",survey
5424,The 5G experience is disappointing with patchy coverage and the recharge plan required for 5G access at Rs 299 is overpriced for what it delivers. Both the technology experience and the plan economics fail to meet even basic expectations.,"[""5g_experience"", ""recharge_plans""]","{""5g_experience"": ""negative"", ""recharge_plans"": ""negative""}",app_review
5425,Billing is standard at Rs 249 each cycle. intrenet speed is average. netwrk coverage is functional in Hubli. Everything sits in the neutral zone delivering minimum acceptable service without any dimension standing out positively or negatively.,"[""billing"", ""internet_speed"", ""network_coverage""]","{""billing"": ""neutral"", ""internet_speed"": ""neutral"", ""network_coverage"": ""neutral""}",survey
5426,The mobile app crashes frequently and is frustrating to use but the underlying service quality including speed and coverage in Kozhikode is excellent. Poor digital exprnce but great actual telecom service where it matters most.,"[""mobile_app_experience"", ""network_coverage""]","{""mobile_app_experience"": ""negative"", ""network_coverage"": ""positive""}",twitter
5427,Coverage in Bangalore lake area is functional but unremarkable. Indoor signal is mediocre requiring me to be near windows for optimal quality. Outdoor coverage is acceptable. A standard telecom experience that neither impresses nor frustrates in any significant way.,"[""network_coverage""]","{""network_coverage"": ""neutral""}",twitter
5428,The network coverage in Salem near station has been outstanding for the entire duration of my subscription. Full signal strength indoors outdoors and even in basement parking areas. I have tested this across multiple locations in the city and the consistency is remarkable compared to my previous operator.,"[""network_coverage""]","{""network_coverage"": ""positive""}",survey
5429,The mobile app is beautifully designed and the OTT bundle with Spotify adds genuine entertainment value to the plan. Both the digital account management experience and the streaming benefit work seamlessly without any technical issues or content restrictions.,"[""mobile_app_experience"", ""ott_bundle_services""]","{""mobile_app_experience"": ""positive"", ""ott_bundle_services"": ""positive""}",complaint_ticket
5430,I had a complex issue with my account configuration and the custmer support team handled it brilliantly. The agent was knowledgeable patient and resolved everything within a single interaction lasting about 30 minutes. No transfers no callbacks needed. Genuinely impressed with the support qlity.,"[""customer_support""]","{""customer_support"": ""positive""}",complaint_ticket
5431,Good internet speed of 200 Mbps in Bangalore and excellent call quality but the customer support is terrible and billing has persistent errors of Rs 149. The network itself works well but the backend operations are completely dysfunctional.,"[""internet_speed"", ""call_quality"", ""customer_support"", ""billing""]","{""internet_speed"": ""positive"", ""call_quality"": ""positive"", ""customer_support"": ""negative"", ""billing"": ""negative""}",app_review
5432,The chat support experience was excellent. I raised a query at midnight and got connected to a human agent within minutes who resolved my billing question quickly and accurately. Twenty-four hour availability with competent agents is a major differentiator for this operator in Jaipur.,"[""customer_support""]","{""customer_support"": ""positive""}",app_review
5433,Billing is standard at Rs 499 each cycle. intrenet speed is average. netwrk coverage is functional in Secunderabad. Everything sits in the neutral zone delivering minimum acceptable service without any dimension standing out positively or negatively.,"[""billing"", ""internet_speed"", ""network_coverage""]","{""billing"": ""neutral"", ""internet_speed"": ""neutral"", ""network_coverage"": ""neutral""}",app_review
5434,The pricing at Rs 399 is outrageously high for what this operator delivers and the value for money is nonexistent. Competitors offer better speeds better covrage and more data at lower prices. Both the cost and the returns are unacceptable.,"[""pricing"", ""value_for_money""]","{""pricing"": ""negative"", ""value_for_money"": ""negative""}",complaint_ticket
5435,Customer support was genuinely helpful about my roaming issue but the roaming service itself in Japan was terrible with constant disconnections and exorbitant surprise charges. Good human support cannot compensate for fundamentally broken roaming infrastructure.,"[""customer_support"", ""roaming""]","{""customer_support"": ""positive"", ""roaming"": ""negative""}",survey
5436,The 5G experience is disappointing with patchy coverage and the recharge plan required for 5G access at Rs 149 is overpriced for what it delivers. Both the technology experience and the plan economics fail to meet even basic expectations.,"[""5g_experience"", ""recharge_plans""]","{""5g_experience"": ""negative"", ""recharge_plans"": ""negative""}",survey
5437,Good internet speed of 150 Mbps in Ghaziabad and excellent call quality but the customer support is terrible and billing has persistent errors of Rs 399. The network itself works well but the backend operations are completely dysfunctional.,"[""internet_speed"", ""call_quality"", ""customer_support"", ""billing""]","{""internet_speed"": ""positive"", ""call_quality"": ""positive"", ""customer_support"": ""negative"", ""billing"": ""negative""}",customer_care_chat
5438,Call qlity is excellent with HD clarity but the billing keeps showing incorrect charges of Rs 299 extra every month. The core voice service is great but the backend billing system is broken and erodes trust.,"[""call_quality"", ""billing""]","{""call_quality"": ""positive"", ""billing"": ""negative""}",complaint_ticket
5439,Network reliability in Mysore has been exceptional. During the recent monsoon season when other operators faced widespread outages this network remained stable throughout. The tower infrastructure seems well maintained and resilient to weather conditions which gives me confidence in the service.,"[""network_coverage""]","{""network_coverage"": ""positive""}",app_review
5440,Plan design here is clearly custmer-centric. My Rs 149 reacharg gives me exactly what I need without paying for features I do not use. The ability to add specific boosters for extra data or validity when needed adds valuable flexibility to the base plan.,"[""recharge_plans""]","{""recharge_plans"": ""positive""}",app_review
5441,Speed degradation during evening hours in Chandigarh makes this connection worthless for anyone who uses their phone after work. From a decent 80 Mbps during the day it drops to single digits by seven PM. The tower is clearly oversubscribed with no capacity management.,"[""internet_speed""]","{""internet_speed"": ""negative""}",complaint_ticket
5442,The speed performance is middling in Dehradun. Some days I get decent throughput and other days it struggles with heavier tasks. For my primarily text-based usage patterns it works well enough without being impressive. Standard average mobile internet.,"[""internet_speed""]","{""internet_speed"": ""neutral""}",customer_care_chat
5443,"customer support has been an absolute nightmr to deal with regarding my ongoing coverage issue in gachibowli, i have called 21 times and each agent asks me to repeat evthing from scratch, zero continuity zero ownership and zero resolution after weeks of back and forth","[""customer_support""]","{""customer_support"": ""negative""}",survey
5444,I waited 90 minutes on hold today only to be told the same thing I was told last week that my complaint is being escalated. It has been escalated four times now with no resolution. The support system is designed to exhaust customers into giving up on their legitimate issues.,"[""customer_support""]","{""customer_support"": ""negative""}",twitter
5445,netwrk coverage in Bangalore is average and intrenet speed is also middling at around 200 Mbps. Both metrics sit firmly in the neutral zone delivering adequate service without excelling or failing noticeably. Standard unremarkable telecom performance.,"[""network_coverage"", ""internet_speed""]","{""network_coverage"": ""neutral"", ""internet_speed"": ""neutral""}",app_review
5446,Plan options are adequate without being impressive. The Rs 999 reacharg covers my basic needs but does not offer anything that competing operators do not also provide at similar pricing. A thoroughly average plan portfolio.,"[""recharge_plans""]","{""recharge_plans"": ""neutral""}",complaint_ticket
5447,"the rs 199 recharge plan offers excellent value with 2.5gb daily data fast speeds and 28 day validity, ev component of the plan delivers as promised making the overall value for money proposition genuinely strong comprd to competitor offerings","[""recharge_plans"", ""value_for_money""]","{""recharge_plans"": ""positive"", ""value_for_money"": ""positive""}",complaint_ticket
5448,"network coverage in warangal is reliable and strong evwhere but the pricing at rs 249 feels excessive for what is essentially a basic connectivity service, the coverage is good but i am paying too much for it comprd to competitors","[""network_coverage"", ""pricing""]","{""network_coverage"": ""positive"", ""pricing"": ""negative""}",complaint_ticket
5449,The billing system deserves praise for its accuracy and clarity. In two years I have never had to dispute a charge because every amount is correct and well documented. The Rs 199 plan cost is exactly what appears on my statement every single cycle.,"[""billing""]","{""billing"": ""positive""}",survey
5450,Hidden charges on my bill have been appearing for 7 months now totaling nearly Rs 349 in unexplained deductions. These seem to be premium services auto-subscribed without my consent. The opt-out process is deliberately obscure and customer support deflects responsibility.,"[""billing""]","{""billing"": ""negative""}",twitter
5451,The billing process works adequately without any major issues or major positives. Bills arrive on time amounts are generally correct and the format is readable. A neutral billing experience that does not require active monitoring or generate complaints in Thane specifically in Delhi.,"[""billing""]","{""billing"": ""neutral""}",app_review
5452,The network fails me daily in Jaipur. Between my home and office there are at least four spots where signal drops to zero for several minutes. This causes missed calls interrupted video meetings and constant frustration. After 5 days of complaints nothing has improved.,"[""network_coverage""]","{""network_coverage"": ""negative""}",twitter
5453,Customer support resolved my billing query quickly and accurately today. The agent credited the incorrect charge of Rs 699 within minutes and the billing has been accurate ever since. Both the human support and the billing system now work well together.,"[""customer_support"", ""billing""]","{""customer_support"": ""positive"", ""billing"": ""positive""}",complaint_ticket
